Vocab size: 8,192
Target hardware preset: NVIDIA A100-SXM4-80GB x1
MFU baseline FLOPs: 3.120e+14 (device-name:A100)
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,020,608
  scalars                 : 14
  total                   : 47,186,446
Estimated FLOPs per token: 1.793096e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011397 | lrm: 0.00 | dt: 14658ms | tok/sec: 8,941 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 01574 (87.7%) | loss: 2.915511 | lrm: 0.18 | dt: 169ms | tok/sec: 777,700 | mfu: 44.7% | epoch: 1 | remaining: 37s    
step 01575 (87.8%) | loss: 2.920862 | lrm: 0.18 | dt: 290ms | tok/sec: 451,316 | mfu: 25.9% | epoch: 1 | remaining: 36s    
step 01576 (87.9%) | loss: 2.932028 | lrm: 0.18 | dt: 166ms | tok/sec: 790,947 | mfu: 45.5% | epoch: 1 | remaining: 36s    
step 01577 (87.9%) | loss: 2.926917 | lrm: 0.18 | dt: 168ms | tok/sec: 782,403 | mfu: 45.0% | epoch: 1 | remaining: 36s    
step 01578 (88.0%) | loss: 2.919111 | lrm: 0.18 | dt: 168ms | tok/sec: 781,876 | mfu: 44.9% | epoch: 1 | remaining: 36s    
step 01579 (88.1%) | loss: 2.920803 | lrm: 0.18 | dt: 166ms | tok/sec: 787,252 | mfu: 45.2% | epoch: 1 | remaining: 36s    
step 01580 (88.1%) | loss: 2.921619 | lrm: 0.18 | dt: 167ms | tok/sec: 786,072 | mfu: 45.2% | epoch: 1 | remaining: 35s    
step 01581 (88.2%) | loss: 2.923151 | lrm: 0.17 | dt: 169ms | tok/sec: 777,104 | mfu: 44.7% | epoch: 1 | remaining: 35s    
step 01582 (88.2%) | loss: 2.919981 | lrm: 0.17 | dt: 167ms | tok/sec: 783,596 | mfu: 45.0% | epoch: 1 | remaining: 35s    
step 01583 (88.3%) | loss: 2.915455 | lrm: 0.17 | dt: 168ms | tok/sec: 782,435 | mfu: 45.0% | epoch: 1 | remaining: 35s    
step 01584 (88.3%) | loss: 2.921301 | lrm: 0.17 | dt: 168ms | tok/sec: 780,795 | mfu: 44.9% | epoch: 1 | remaining: 35s    
step 01585 (88.4%) | loss: 2.926749 | lrm: 0.17 | dt: 168ms | tok/sec: 779,886 | mfu: 44.8% | epoch: 1 | remaining: 35s    
step 01586 (88.4%) | loss: 2.917508 | lrm: 0.17 | dt: 167ms | tok/sec: 786,548 | mfu: 45.2% | epoch: 1 | remaining: 34s    
step 01587 (88.5%) | loss: 2.915416 | lrm: 0.17 | dt: 167ms | tok/sec: 782,668 | mfu: 45.0% | epoch: 1 | remaining: 34s    
step 01588 (88.6%) | loss: 2.917842 | lrm: 0.17 | dt: 168ms | tok/sec: 778,704 | mfu: 44.8% | epoch: 1 | remaining: 34s    
step 01589 (88.6%) | loss: 2.918652 | lrm: 0.17 | dt: 167ms | tok/sec: 784,939 | mfu: 45.1% | epoch: 1 | remaining: 34s    
step 01590 (88.7%) | loss: 2.918926 | lrm: 0.17 | dt: 168ms | tok/sec: 782,498 | mfu: 45.0% | epoch: 1 | remaining: 34s    
step 01591 (88.7%) | loss: 2.924532 | lrm: 0.17 | dt: 170ms | tok/sec: 770,780 | mfu: 44.3% | epoch: 1 | remaining: 34s    
step 01592 (88.8%) | loss: 2.926447 | lrm: 0.17 | dt: 167ms | tok/sec: 784,562 | mfu: 45.1% | epoch: 1 | remaining: 33s    
step 01593 (88.8%) | loss: 2.921366 | lrm: 0.17 | dt: 167ms | tok/sec: 783,270 | mfu: 45.0% | epoch: 1 | remaining: 33s    
step 01594 (88.9%) | loss: 2.919874 | lrm: 0.17 | dt: 168ms | tok/sec: 778,015 | mfu: 44.7% | epoch: 1 | remaining: 33s    
step 01595 (89.0%) | loss: 2.925763 | lrm: 0.17 | dt: 168ms | tok/sec: 781,569 | mfu: 44.9% | epoch: 1 | remaining: 33s    
step 01596 (89.0%) | loss: 2.923421 | lrm: 0.17 | dt: 168ms | tok/sec: 781,329 | mfu: 44.9% | epoch: 1 | remaining: 33s    
step 01597 (89.1%) | loss: 2.919453 | lrm: 0.17 | dt: 168ms | tok/sec: 779,550 | mfu: 44.8% | epoch: 1 | remaining: 33s    
step 01598 (89.1%) | loss: 2.916753 | lrm: 0.16 | dt: 177ms | tok/sec: 739,296 | mfu: 42.5% | epoch: 1 | remaining: 32s    
step 01599 (89.2%) | loss: 2.904873 | lrm: 0.16 | dt: 174ms | tok/sec: 754,061 | mfu: 43.3% | epoch: 1 | remaining: 32s    
step 01600 (89.2%) | loss: 2.904172 | lrm: 0.16 | dt: 179ms | tok/sec: 732,088 | mfu: 42.1% | epoch: 1 | remaining: 32s    
step 01601 (89.3%) | loss: 2.911458 | lrm: 0.16 | dt: 166ms | tok/sec: 789,223 | mfu: 45.4% | epoch: 1 | remaining: 32s    
step 01602 (89.4%) | loss: 2.905707 | lrm: 0.16 | dt: 167ms | tok/sec: 783,188 | mfu: 45.0% | epoch: 1 | remaining: 32s    
step 01603 (89.4%) | loss: 2.910975 | lrm: 0.16 | dt: 168ms | tok/sec: 777,940 | mfu: 44.7% | epoch: 1 | remaining: 32s    
step 01604 (89.5%) | loss: 2.910972 | lrm: 0.16 | dt: 189ms | tok/sec: 691,762 | mfu: 39.8% | epoch: 1 | remaining: 31s    
step 01605 (89.5%) | loss: 2.915063 | lrm: 0.16 | dt: 166ms | tok/sec: 790,237 | mfu: 45.4% | epoch: 1 | remaining: 31s    
step 01606 (89.6%) | loss: 2.908626 | lrm: 0.16 | dt: 168ms | tok/sec: 782,342 | mfu: 45.0% | epoch: 1 | remaining: 31s    
step 01607 (89.6%) | loss: 2.905587 | lrm: 0.16 | dt: 168ms | tok/sec: 781,312 | mfu: 44.9% | epoch: 1 | remaining: 31s    
step 01608 (89.7%) | loss: 2.901683 | lrm: 0.16 | dt: 166ms | tok/sec: 787,964 | mfu: 45.3% | epoch: 1 | remaining: 31s    
step 01609 (89.7%) | loss: 2.904881 | lrm: 0.16 | dt: 168ms | tok/sec: 781,931 | mfu: 44.9% | epoch: 1 | remaining: 31s    
step 01610 (89.8%) | loss: 2.909269 | lrm: 0.16 | dt: 177ms | tok/sec: 741,389 | mfu: 42.6% | epoch: 1 | remaining: 30s    
step 01611 (89.9%) | loss: 2.905657 | lrm: 0.16 | dt: 167ms | tok/sec: 786,022 | mfu: 45.2% | epoch: 1 | remaining: 30s    
step 01612 (89.9%) | loss: 2.910483 | lrm: 0.16 | dt: 169ms | tok/sec: 777,112 | mfu: 44.7% | epoch: 1 | remaining: 30s    
step 01613 (90.0%) | loss: 2.904627 | lrm: 0.16 | dt: 167ms | tok/sec: 786,862 | mfu: 45.2% | epoch: 1 | remaining: 30s    
step 01614 (90.0%) | loss: 2.900442 | lrm: 0.16 | dt: 167ms | tok/sec: 783,662 | mfu: 45.0% | epoch: 1 | remaining: 30s    
step 01615 (90.1%) | loss: 2.903602 | lrm: 0.15 | dt: 168ms | tok/sec: 779,646 | mfu: 44.8% | epoch: 1 | remaining: 30s    
step 01616 (90.1%) | loss: 2.898443 | lrm: 0.15 | dt: 168ms | tok/sec: 780,854 | mfu: 44.9% | epoch: 1 | remaining: 29s    
step 01617 (90.2%) | loss: 2.907632 | lrm: 0.15 | dt: 167ms | tok/sec: 782,581 | mfu: 45.0% | epoch: 1 | remaining: 29s    
step 01618 (90.3%) | loss: 2.909917 | lrm: 0.15 | dt: 167ms | tok/sec: 783,467 | mfu: 45.0% | epoch: 1 | remaining: 29s    
step 01619 (90.3%) | loss: 2.905876 | lrm: 0.15 | dt: 168ms | tok/sec: 781,911 | mfu: 44.9% | epoch: 1 | remaining: 29s    
step 01620 (90.4%) | loss: 2.910972 | lrm: 0.15 | dt: 166ms | tok/sec: 787,614 | mfu: 45.3% | epoch: 1 | remaining: 29s    
step 01621 (90.4%) | loss: 2.910851 | lrm: 0.15 | dt: 167ms | tok/sec: 782,714 | mfu: 45.0% | epoch: 1 | remaining: 29s    
step 01622 (90.5%) | loss: 2.912902 | lrm: 0.15 | dt: 169ms | tok/sec: 776,389 | mfu: 44.6% | epoch: 1 | remaining: 28s    
step 01623 (90.5%) | loss: 2.912092 | lrm: 0.15 | dt: 168ms | tok/sec: 779,100 | mfu: 44.8% | epoch: 1 | remaining: 28s    
step 01624 (90.6%) | loss: 2.907466 | lrm: 0.15 | dt: 167ms | tok/sec: 784,849 | mfu: 45.1% | epoch: 1 | remaining: 28s    
step 01625 (90.6%) | loss: 2.904768 | lrm: 0.15 | dt: 167ms | tok/sec: 782,540 | mfu: 45.0% | epoch: 1 | remaining: 28s    
step 01626 (90.7%) | loss: 2.905434 | lrm: 0.15 | dt: 167ms | tok/sec: 783,361 | mfu: 45.0% | epoch: 1 | remaining: 28s    
step 01627 (90.8%) | loss: 2.913391 | lrm: 0.15 | dt: 167ms | tok/sec: 783,663 | mfu: 45.0% | epoch: 1 | remaining: 28s    
step 01628 (90.8%) | loss: 2.917380 | lrm: 0.15 | dt: 168ms | tok/sec: 780,227 | mfu: 44.8% | epoch: 1 | remaining: 27s    
step 01629 (90.9%) | loss: 2.912292 | lrm: 0.15 | dt: 169ms | tok/sec: 776,825 | mfu: 44.6% | epoch: 1 | remaining: 27s    
step 01630 (90.9%) | loss: 2.917739 | lrm: 0.15 | dt: 167ms | tok/sec: 784,792 | mfu: 45.1% | epoch: 1 | remaining: 27s    
step 01631 (91.0%) | loss: 2.916723 | lrm: 0.15 | dt: 168ms | tok/sec: 779,685 | mfu: 44.8% | epoch: 1 | remaining: 27s    
step 01632 (91.0%) | loss: 2.915103 | lrm: 0.14 | dt: 168ms | tok/sec: 779,520 | mfu: 44.8% | epoch: 1 | remaining: 27s    
step 01633 (91.1%) | loss: 2.920508 | lrm: 0.14 | dt: 167ms | tok/sec: 783,609 | mfu: 45.0% | epoch: 1 | remaining: 27s    
step 01634 (91.1%) | loss: 2.916051 | lrm: 0.14 | dt: 167ms | tok/sec: 784,683 | mfu: 45.1% | epoch: 1 | remaining: 26s    
step 01635 (91.2%) | loss: 2.905397 | lrm: 0.14 | dt: 169ms | tok/sec: 773,536 | mfu: 44.5% | epoch: 1 | remaining: 26s    
step 01636 (91.3%) | loss: 2.907607 | lrm: 0.14 | dt: 184ms | tok/sec: 713,111 | mfu: 41.0% | epoch: 1 | remaining: 26s    
step 01637 (91.3%) | loss: 2.903392 | lrm: 0.14 | dt: 166ms | tok/sec: 790,218 | mfu: 45.4% | epoch: 1 | remaining: 26s    
step 01638 (91.4%) | loss: 2.904201 | lrm: 0.14 | dt: 167ms | tok/sec: 783,371 | mfu: 45.0% | epoch: 1 | remaining: 26s    
step 01639 (91.4%) | loss: 2.908646 | lrm: 0.14 | dt: 169ms | tok/sec: 776,519 | mfu: 44.6% | epoch: 1 | remaining: 26s    
step 01640 (91.5%) | loss: 2.908292 | lrm: 0.14 | dt: 168ms | tok/sec: 782,046 | mfu: 44.9% | epoch: 1 | remaining: 25s    
step 01641 (91.5%) | loss: 2.912126 | lrm: 0.14 | dt: 167ms | tok/sec: 785,090 | mfu: 45.1% | epoch: 1 | remaining: 25s    
step 01642 (91.6%) | loss: 2.919360 | lrm: 0.14 | dt: 169ms | tok/sec: 774,303 | mfu: 44.5% | epoch: 1 | remaining: 25s    
step 01643 (91.7%) | loss: 2.922410 | lrm: 0.14 | dt: 167ms | tok/sec: 783,928 | mfu: 45.1% | epoch: 1 | remaining: 25s    
step 01644 (91.7%) | loss: 2.922131 | lrm: 0.14 | dt: 168ms | tok/sec: 782,086 | mfu: 44.9% | epoch: 1 | remaining: 25s    
step 01645 (91.8%) | loss: 2.926468 | lrm: 0.14 | dt: 167ms | tok/sec: 783,706 | mfu: 45.0% | epoch: 1 | remaining: 25s    
step 01646 (91.8%) | loss: 2.929079 | lrm: 0.14 | dt: 168ms | tok/sec: 781,623 | mfu: 44.9% | epoch: 1 | remaining: 24s    
step 01647 (91.9%) | loss: 2.934795 | lrm: 0.14 | dt: 167ms | tok/sec: 784,478 | mfu: 45.1% | epoch: 1 | remaining: 24s    
step 01648 (91.9%) | loss: 2.935332 | lrm: 0.14 | dt: 167ms | tok/sec: 786,214 | mfu: 45.2% | epoch: 1 | remaining: 24s    
step 01649 (92.0%) | loss: 2.929824 | lrm: 0.13 | dt: 168ms | tok/sec: 778,323 | mfu: 44.7% | epoch: 1 | remaining: 24s    
step 01650 (92.0%) | loss: 2.925768 | lrm: 0.13 | dt: 167ms | tok/sec: 782,520 | mfu: 45.0% | epoch: 1 | remaining: 24s    
step 01651 (92.1%) | loss: 2.923779 | lrm: 0.13 | dt: 167ms | tok/sec: 784,830 | mfu: 45.1% | epoch: 1 | remaining: 24s    
step 01652 (92.2%) | loss: 2.917664 | lrm: 0.13 | dt: 168ms | tok/sec: 779,651 | mfu: 44.8% | epoch: 1 | remaining: 23s    
step 01653 (92.2%) | loss: 2.917100 | lrm: 0.13 | dt: 167ms | tok/sec: 782,829 | mfu: 45.0% | epoch: 1 | remaining: 23s    
step 01654 (92.3%) | loss: 2.918524 | lrm: 0.13 | dt: 167ms | tok/sec: 783,344 | mfu: 45.0% | epoch: 1 | remaining: 23s    
step 01655 (92.3%) | loss: 2.922825 | lrm: 0.13 | dt: 168ms | tok/sec: 782,370 | mfu: 45.0% | epoch: 1 | remaining: 23s    
step 01656 (92.4%) | loss: 2.921093 | lrm: 0.13 | dt: 168ms | tok/sec: 779,589 | mfu: 44.8% | epoch: 1 | remaining: 23s    
step 01657 (92.4%) | loss: 2.926368 | lrm: 0.13 | dt: 166ms | tok/sec: 788,377 | mfu: 45.3% | epoch: 1 | remaining: 23s    
step 01658 (92.5%) | loss: 2.922200 | lrm: 0.13 | dt: 168ms | tok/sec: 778,852 | mfu: 44.8% | epoch: 1 | remaining: 22s    
step 01659 (92.6%) | loss: 2.921447 | lrm: 0.13 | dt: 169ms | tok/sec: 776,096 | mfu: 44.6% | epoch: 1 | remaining: 22s    
step 01660 (92.6%) | loss: 2.914360 | lrm: 0.13 | dt: 167ms | tok/sec: 783,774 | mfu: 45.0% | epoch: 1 | remaining: 22s    
step 01661 (92.7%) | loss: 2.904382 | lrm: 0.13 | dt: 172ms | tok/sec: 760,879 | mfu: 43.7% | epoch: 1 | remaining: 22s    
step 01662 (92.7%) | loss: 2.902393 | lrm: 0.13 | dt: 167ms | tok/sec: 783,834 | mfu: 45.0% | epoch: 1 | remaining: 22s    
step 01663 (92.8%) | loss: 2.903368 | lrm: 0.13 | dt: 167ms | tok/sec: 785,238 | mfu: 45.1% | epoch: 1 | remaining: 22s    
step 01664 (92.8%) | loss: 2.908954 | lrm: 0.13 | dt: 167ms | tok/sec: 783,112 | mfu: 45.0% | epoch: 1 | remaining: 21s    
step 01665 (92.9%) | loss: 2.907410 | lrm: 0.13 | dt: 168ms | tok/sec: 780,707 | mfu: 44.9% | epoch: 1 | remaining: 21s    
step 01666 (92.9%) | loss: 2.909125 | lrm: 0.12 | dt: 168ms | tok/sec: 780,756 | mfu: 44.9% | epoch: 1 | remaining: 21s    
step 01667 (93.0%) | loss: 2.911861 | lrm: 0.12 | dt: 168ms | tok/sec: 781,390 | mfu: 44.9% | epoch: 1 | remaining: 21s    
step 01668 (93.1%) | loss: 2.916210 | lrm: 0.12 | dt: 169ms | tok/sec: 777,705 | mfu: 44.7% | epoch: 1 | remaining: 21s    
step 01669 (93.1%) | loss: 2.908907 | lrm: 0.12 | dt: 168ms | tok/sec: 779,754 | mfu: 44.8% | epoch: 1 | remaining: 20s    
step 01670 (93.2%) | loss: 2.914599 | lrm: 0.12 | dt: 167ms | tok/sec: 783,642 | mfu: 45.0% | epoch: 1 | remaining: 20s    
step 01671 (93.2%) | loss: 2.914884 | lrm: 0.12 | dt: 169ms | tok/sec: 777,461 | mfu: 44.7% | epoch: 1 | remaining: 20s    
step 01672 (93.3%) | loss: 2.914177 | lrm: 0.12 | dt: 168ms | tok/sec: 780,841 | mfu: 44.9% | epoch: 1 | remaining: 20s    
step 01673 (93.3%) | loss: 2.918623 | lrm: 0.12 | dt: 168ms | tok/sec: 782,322 | mfu: 45.0% | epoch: 1 | remaining: 20s    
step 01674 (93.4%) | loss: 2.920078 | lrm: 0.12 | dt: 168ms | tok/sec: 781,805 | mfu: 44.9% | epoch: 1 | remaining: 20s    
step 01675 (93.4%) | loss: 2.919518 | lrm: 0.12 | dt: 210ms | tok/sec: 624,957 | mfu: 35.9% | epoch: 1 | remaining: 19s    
step 01676 (93.5%) | loss: 2.914941 | lrm: 0.12 | dt: 165ms | tok/sec: 792,707 | mfu: 45.6% | epoch: 1 | remaining: 19s    
step 01677 (93.6%) | loss: 2.921883 | lrm: 0.12 | dt: 168ms | tok/sec: 782,227 | mfu: 45.0% | epoch: 1 | remaining: 19s    
step 01678 (93.6%) | loss: 2.917519 | lrm: 0.12 | dt: 168ms | tok/sec: 781,147 | mfu: 44.9% | epoch: 1 | remaining: 19s    
step 01679 (93.7%) | loss: 2.908837 | lrm: 0.12 | dt: 168ms | tok/sec: 782,082 | mfu: 44.9% | epoch: 1 | remaining: 19s    
step 01680 (93.7%) | loss: 2.904592 | lrm: 0.12 | dt: 167ms | tok/sec: 785,169 | mfu: 45.1% | epoch: 1 | remaining: 19s    
step 01681 (93.8%) | loss: 2.907280 | lrm: 0.12 | dt: 170ms | tok/sec: 773,281 | mfu: 44.4% | epoch: 1 | remaining: 18s    
step 01682 (93.9%) | loss: 2.904639 | lrm: 0.11 | dt: 167ms | tok/sec: 783,372 | mfu: 45.0% | epoch: 1 | remaining: 18s    
step 01683 (93.9%) | loss: 2.904870 | lrm: 0.11 | dt: 167ms | tok/sec: 783,486 | mfu: 45.0% | epoch: 1 | remaining: 18s    
step 01684 (94.0%) | loss: 2.897575 | lrm: 0.11 | dt: 169ms | tok/sec: 776,869 | mfu: 44.6% | epoch: 1 | remaining: 18s    
step 01685 (94.0%) | loss: 2.902124 | lrm: 0.11 | dt: 168ms | tok/sec: 782,481 | mfu: 45.0% | epoch: 1 | remaining: 18s    
step 01686 (94.1%) | loss: 2.901525 | lrm: 0.11 | dt: 167ms | tok/sec: 783,052 | mfu: 45.0% | epoch: 1 | remaining: 18s    
step 01687 (94.1%) | loss: 2.895448 | lrm: 0.11 | dt: 169ms | tok/sec: 776,452 | mfu: 44.6% | epoch: 1 | remaining: 17s    
step 01688 (94.2%) | loss: 2.896836 | lrm: 0.11 | dt: 184ms | tok/sec: 712,313 | mfu: 40.9% | epoch: 1 | remaining: 17s    
step 01689 (94.2%) | loss: 2.900463 | lrm: 0.11 | dt: 166ms | tok/sec: 788,008 | mfu: 45.3% | epoch: 1 | remaining: 17s    
step 01690 (94.3%) | loss: 2.902748 | lrm: 0.11 | dt: 225ms | tok/sec: 581,822 | mfu: 33.4% | epoch: 1 | remaining: 17s    
step 01691 (94.4%) | loss: 2.899853 | lrm: 0.11 | dt: 166ms | tok/sec: 791,233 | mfu: 45.5% | epoch: 1 | remaining: 17s    
step 01692 (94.4%) | loss: 2.890428 | lrm: 0.11 | dt: 168ms | tok/sec: 778,344 | mfu: 44.7% | epoch: 1 | remaining: 17s    
step 01693 (94.5%) | loss: 2.890982 | lrm: 0.11 | dt: 167ms | tok/sec: 782,937 | mfu: 45.0% | epoch: 1 | remaining: 16s    
step 01694 (94.5%) | loss: 2.898739 | lrm: 0.11 | dt: 167ms | tok/sec: 784,780 | mfu: 45.1% | epoch: 1 | remaining: 16s    
step 01695 (94.6%) | loss: 2.905286 | lrm: 0.11 | dt: 168ms | tok/sec: 780,833 | mfu: 44.9% | epoch: 1 | remaining: 16s    
step 01696 (94.7%) | loss: 2.901583 | lrm: 0.11 | dt: 169ms | tok/sec: 777,165 | mfu: 44.7% | epoch: 1 | remaining: 16s    
step 01697 (94.7%) | loss: 2.900857 | lrm: 0.11 | dt: 167ms | tok/sec: 785,804 | mfu: 45.2% | epoch: 1 | remaining: 16s    
step 01698 (94.8%) | loss: 2.898817 | lrm: 0.11 | dt: 168ms | tok/sec: 779,838 | mfu: 44.8% | epoch: 1 | remaining: 16s    
step 01699 (94.8%) | loss: 2.905789 | lrm: 0.10 | dt: 168ms | tok/sec: 779,897 | mfu: 44.8% | epoch: 1 | remaining: 15s    
step 01700 (94.9%) | loss: 2.904021 | lrm: 0.10 | dt: 166ms | tok/sec: 788,793 | mfu: 45.3% | epoch: 1 | remaining: 15s    
step 01701 (94.9%) | loss: 2.907065 | lrm: 0.10 | dt: 167ms | tok/sec: 782,967 | mfu: 45.0% | epoch: 1 | remaining: 15s    
step 01702 (95.0%) | loss: 2.904516 | lrm: 0.10 | dt: 169ms | tok/sec: 773,603 | mfu: 44.5% | epoch: 1 | remaining: 15s    
step 01703 (95.0%) | loss: 2.910623 | lrm: 0.10 | dt: 168ms | tok/sec: 782,242 | mfu: 45.0% | epoch: 1 | remaining: 15s    
step 01704 (95.1%) | loss: 2.908650 | lrm: 0.10 | dt: 167ms | tok/sec: 784,999 | mfu: 45.1% | epoch: 1 | remaining: 15s    
step 01705 (95.2%) | loss: 2.905036 | lrm: 0.10 | dt: 168ms | tok/sec: 778,510 | mfu: 44.7% | epoch: 1 | remaining: 14s    
step 01706 (95.2%) | loss: 2.898219 | lrm: 0.10 | dt: 167ms | tok/sec: 783,097 | mfu: 45.0% | epoch: 1 | remaining: 14s    
step 01707 (95.3%) | loss: 2.896598 | lrm: 0.10 | dt: 167ms | tok/sec: 782,746 | mfu: 45.0% | epoch: 1 | remaining: 14s    
step 01708 (95.3%) | loss: 2.896924 | lrm: 0.10 | dt: 167ms | tok/sec: 782,940 | mfu: 45.0% | epoch: 1 | remaining: 14s    
step 01709 (95.4%) | loss: 2.900679 | lrm: 0.10 | dt: 168ms | tok/sec: 779,478 | mfu: 44.8% | epoch: 1 | remaining: 14s    
step 01710 (95.4%) | loss: 2.898495 | lrm: 0.10 | dt: 167ms | tok/sec: 784,379 | mfu: 45.1% | epoch: 1 | remaining: 14s    
step 01711 (95.5%) | loss: 2.902994 | lrm: 0.10 | dt: 168ms | tok/sec: 781,788 | mfu: 44.9% | epoch: 1 | remaining: 13s    
step 01712 (95.6%) | loss: 2.897675 | lrm: 0.10 | dt: 169ms | tok/sec: 776,012 | mfu: 44.6% | epoch: 1 | remaining: 13s    
step 01713 (95.6%) | loss: 2.901413 | lrm: 0.10 | dt: 167ms | tok/sec: 783,926 | mfu: 45.1% | epoch: 1 | remaining: 13s    
step 01714 (95.7%) | loss: 2.903006 | lrm: 0.10 | dt: 168ms | tok/sec: 780,453 | mfu: 44.9% | epoch: 1 | remaining: 13s    
step 01715 (95.7%) | loss: 2.897347 | lrm: 0.10 | dt: 169ms | tok/sec: 776,858 | mfu: 44.6% | epoch: 1 | remaining: 13s    
step 01716 (95.8%) | loss: 2.894773 | lrm: 0.09 | dt: 168ms | tok/sec: 782,256 | mfu: 45.0% | epoch: 1 | remaining: 13s    
step 01717 (95.8%) | loss: 2.899927 | lrm: 0.09 | dt: 167ms | tok/sec: 783,974 | mfu: 45.1% | epoch: 1 | remaining: 12s    
step 01718 (95.9%) | loss: 2.899991 | lrm: 0.09 | dt: 169ms | tok/sec: 776,369 | mfu: 44.6% | epoch: 1 | remaining: 12s    
step 01719 (95.9%) | loss: 2.889858 | lrm: 0.09 | dt: 168ms | tok/sec: 780,878 | mfu: 44.9% | epoch: 1 | remaining: 12s    
step 01720 (96.0%) | loss: 2.885970 | lrm: 0.09 | dt: 168ms | tok/sec: 782,263 | mfu: 45.0% | epoch: 1 | remaining: 12s    
step 01721 (96.1%) | loss: 2.885205 | lrm: 0.09 | dt: 193ms | tok/sec: 678,922 | mfu: 39.0% | epoch: 1 | remaining: 12s    
step 01722 (96.1%) | loss: 2.891746 | lrm: 0.09 | dt: 166ms | tok/sec: 787,743 | mfu: 45.3% | epoch: 1 | remaining: 11s    
step 01723 (96.2%) | loss: 2.892085 | lrm: 0.09 | dt: 167ms | tok/sec: 783,252 | mfu: 45.0% | epoch: 1 | remaining: 11s    
step 01724 (96.2%) | loss: 2.896987 | lrm: 0.09 | dt: 168ms | tok/sec: 777,957 | mfu: 44.7% | epoch: 1 | remaining: 11s    
step 01725 (96.3%) | loss: 2.901459 | lrm: 0.09 | dt: 167ms | tok/sec: 784,303 | mfu: 45.1% | epoch: 1 | remaining: 11s    
step 01726 (96.3%) | loss: 2.897869 | lrm: 0.09 | dt: 167ms | tok/sec: 784,557 | mfu: 45.1% | epoch: 1 | remaining: 11s    
step 01727 (96.4%) | loss: 2.903607 | lrm: 0.09 | dt: 168ms | tok/sec: 778,591 | mfu: 44.7% | epoch: 1 | remaining: 11s    
step 01728 (96.5%) | loss: 2.901796 | lrm: 0.09 | dt: 168ms | tok/sec: 781,141 | mfu: 44.9% | epoch: 1 | remaining: 10s    
step 01729 (96.5%) | loss: 2.901156 | lrm: 0.09 | dt: 170ms | tok/sec: 772,031 | mfu: 44.4% | epoch: 1 | remaining: 10s    
step 01730 (96.6%) | loss: 2.903697 | lrm: 0.09 | dt: 168ms | tok/sec: 781,014 | mfu: 44.9% | epoch: 1 | remaining: 10s    
step 01731 (96.6%) | loss: 2.899573 | lrm: 0.09 | dt: 167ms | tok/sec: 783,090 | mfu: 45.0% | epoch: 1 | remaining: 10s    
step 01732 (96.7%) | loss: 2.895990 | lrm: 0.09 | dt: 167ms | tok/sec: 784,317 | mfu: 45.1% | epoch: 1 | remaining: 10s    
step 01733 (96.7%) | loss: 2.905703 | lrm: 0.08 | dt: 167ms | tok/sec: 783,217 | mfu: 45.0% | epoch: 1 | remaining: 10s    
step 01734 (96.8%) | loss: 2.904993 | lrm: 0.08 | dt: 169ms | tok/sec: 777,374 | mfu: 44.7% | epoch: 1 | remaining: 9s    
step 01735 (96.8%) | loss: 2.899935 | lrm: 0.08 | dt: 167ms | tok/sec: 784,903 | mfu: 45.1% | epoch: 1 | remaining: 9s    
step 01736 (96.9%) | loss: 2.905878 | lrm: 0.08 | dt: 167ms | tok/sec: 786,240 | mfu: 45.2% | epoch: 1 | remaining: 9s    
step 01737 (97.0%) | loss: 2.899067 | lrm: 0.08 | dt: 168ms | tok/sec: 778,383 | mfu: 44.7% | epoch: 1 | remaining: 9s    
step 01738 (97.0%) | loss: 2.905666 | lrm: 0.08 | dt: 172ms | tok/sec: 761,889 | mfu: 43.8% | epoch: 1 | remaining: 9s    
step 01739 (97.1%) | loss: 2.906910 | lrm: 0.08 | dt: 188ms | tok/sec: 696,428 | mfu: 40.0% | epoch: 1 | remaining: 9s    
step 01740 (97.1%) | loss: 2.906547 | lrm: 0.08 | dt: 167ms | tok/sec: 785,437 | mfu: 45.1% | epoch: 1 | remaining: 8s    
step 01741 (97.2%) | loss: 2.906455 | lrm: 0.08 | dt: 168ms | tok/sec: 782,058 | mfu: 44.9% | epoch: 1 | remaining: 8s    
step 01742 (97.2%) | loss: 2.908069 | lrm: 0.08 | dt: 167ms | tok/sec: 786,837 | mfu: 45.2% | epoch: 1 | remaining: 8s    
step 01743 (97.3%) | loss: 2.897022 | lrm: 0.08 | dt: 168ms | tok/sec: 780,828 | mfu: 44.9% | epoch: 1 | remaining: 8s    
step 01744 (97.4%) | loss: 2.903647 | lrm: 0.08 | dt: 169ms | tok/sec: 777,168 | mfu: 44.7% | epoch: 1 | remaining: 8s    
step 01745 (97.4%) | loss: 2.902929 | lrm: 0.08 | dt: 230ms | tok/sec: 569,048 | mfu: 32.7% | epoch: 1 | remaining: 8s    
